"","source","type","score","phase","gene_id","gene_type","gene_name","level","hgnc_id","havana_gene"
"ENSG00000007908.16","HAVANA","gene",NA,NA,"ENSG00000007908.16","protein_coding","SELE","1","HGNC:10718","OTTHUMG00000034851.9"
"ENSG00000007923.16","HAVANA","gene",NA,NA,"ENSG00000007923.16","protein_coding","DNAJC11","2","HGNC:25570","OTTHUMG00000001443.6"
"ENSG00000007933.13","HAVANA","gene",NA,NA,"ENSG00000007933.13","protein_coding","FMO3","2","HGNC:3771","OTTHUMG00000035505.5"
"ENSG00000007944.15","HAVANA","gene",NA,NA,"ENSG00000007944.15","protein_coding","MYLIP","2","HGNC:21155","OTTHUMG00000016405.3"
"ENSG00000007952.18","HAVANA","gene",NA,NA,"ENSG00000007952.18","protein_coding","NOX1","2","HGNC:7889","OTTHUMG00000022007.2"
"ENSG00000007968.7","HAVANA","gene",NA,NA,"ENSG00000007968.7","protein_coding","E2F2","2","HGNC:3114","OTTHUMG00000003223.2"
"ENSG00000008018.9","HAVANA","gene",NA,NA,"ENSG00000008018.9","protein_coding","PSMB1","2","HGNC:9537","OTTHUMG00000016087.3"
"ENSG00000008056.14","HAVANA","gene",NA,NA,"ENSG00000008056.14","protein_coding","SYN1","2","HGNC:11494","OTTHUMG00000021454.5"
"ENSG00000008083.14","HAVANA","gene",NA,NA,"ENSG00000008083.14","protein_coding","JARID2","2","HGNC:6196","OTTHUMG00000014293.2"
"ENSG00000008086.13","HAVANA","gene",NA,NA,"ENSG00000008086.13","protein_coding","CDKL5","2","HGNC:11411","OTTHUMG00000021214.12"
"ENSG00000008118.10","HAVANA","gene",NA,NA,"ENSG00000008118.10","protein_coding","CAMK1G","1","HGNC:14585","OTTHUMG00000036361.5"
"ENSG00000008128.23","HAVANA","gene",NA,NA,"ENSG00000008128.23","protein_coding","CDK11A","2","HGNC:1730","OTTHUMG00000000703.16"
"ENSG00000008130.15","HAVANA","gene",NA,NA,"ENSG00000008130.15","protein_coding","NADK","2","HGNC:29831","OTTHUMG00000000942.6"
"ENSG00000008196.13","HAVANA","gene",NA,NA,"ENSG00000008196.13","protein_coding","TFAP2B","2","HGNC:11743","OTTHUMG00000014836.5"
"ENSG00000008226.20","HAVANA","gene",NA,NA,"ENSG00000008226.20","protein_coding","DLEC1","2","HGNC:2899","OTTHUMG00000131085.19"
"ENSG00000008256.16","HAVANA","gene",NA,NA,"ENSG00000008256.16","protein_coding","CYTH3","2","HGNC:9504","OTTHUMG00000023440.4"
"ENSG00000008277.14","HAVANA","gene",NA,NA,"ENSG00000008277.14","protein_coding","ADAM22","1","HGNC:201","OTTHUMG00000137417.10"
"ENSG00000008282.9","HAVANA","gene",NA,NA,"ENSG00000008282.9","protein_coding","SYPL1","1","HGNC:11507","OTTHUMG00000157587.2"
"ENSG00000008283.16","HAVANA","gene",NA,NA,"ENSG00000008283.16","protein_coding","CYB561","2","HGNC:2571","OTTHUMG00000179116.3"
"ENSG00000008294.21","HAVANA","gene",NA,NA,"ENSG00000008294.21","protein_coding","SPAG9","1","HGNC:14524","OTTHUMG00000162316.7"
"ENSG00000008300.17","HAVANA","gene",NA,NA,"ENSG00000008300.17","protein_coding","CELSR3","2","HGNC:3230","OTTHUMG00000133544.3"
"ENSG00000008311.15","HAVANA","gene",NA,NA,"ENSG00000008311.15","protein_coding","AASS","2","HGNC:17366","OTTHUMG00000157058.2"
"ENSG00000008323.15","HAVANA","gene",NA,NA,"ENSG00000008323.15","protein_coding","PLEKHG6","2","HGNC:25562","OTTHUMG00000168266.1"
"ENSG00000008324.12","HAVANA","gene",NA,NA,"ENSG00000008324.12","protein_coding","SS18L2","2","HGNC:15593","OTTHUMG00000131794.3"
"ENSG00000008382.16","HAVANA","gene",NA,NA,"ENSG00000008382.16","protein_coding","MPND","2","HGNC:25934","OTTHUMG00000181914.2"
"ENSG00000008394.13","HAVANA","gene",NA,NA,"ENSG00000008394.13","protein_coding","MGST1","1","HGNC:7061","OTTHUMG00000168816.5"
"ENSG00000008405.12","HAVANA","gene",NA,NA,"ENSG00000008405.12","protein_coding","CRY1","1","HGNC:2384","OTTHUMG00000170005.3"
"ENSG00000008441.18","HAVANA","gene",NA,NA,"ENSG00000008441.18","protein_coding","NFIX","1","HGNC:7788","OTTHUMG00000180726.4"
"ENSG00000008513.16","HAVANA","gene",NA,NA,"ENSG00000008513.16","protein_coding","ST3GAL1","2","HGNC:10862","OTTHUMG00000164534.6"
"ENSG00000008516.17","HAVANA","gene",NA,NA,"ENSG00000008516.17","protein_coding","MMP25","2","HGNC:14246","OTTHUMG00000177475.2"
"ENSG00000008517.18","HAVANA","gene",NA,NA,"ENSG00000008517.18","protein_coding","IL32","2","HGNC:16830","OTTHUMG00000167498.6"
"ENSG00000008710.20","HAVANA","gene",NA,NA,"ENSG00000008710.20","protein_coding","PKD1","1","HGNC:9008","OTTHUMG00000155795.6"
"ENSG00000008735.14","HAVANA","gene",NA,NA,"ENSG00000008735.14","protein_coding","MAPK8IP2","2","HGNC:6883","OTTHUMG00000150181.8"
"ENSG00000008838.20","HAVANA","gene",NA,NA,"ENSG00000008838.20","protein_coding","MED24","1","HGNC:22963","OTTHUMG00000133329.7"
"ENSG00000008853.17","HAVANA","gene",NA,NA,"ENSG00000008853.17","protein_coding","RHOBTB2","1","HGNC:18756","OTTHUMG00000097827.3"
"ENSG00000008869.12","HAVANA","gene",NA,NA,"ENSG00000008869.12","protein_coding","HEATR5B","1","HGNC:29273","OTTHUMG00000152158.2"
"ENSG00000008952.17","HAVANA","gene",NA,NA,"ENSG00000008952.17","protein_coding","SEC62","1","HGNC:11846","OTTHUMG00000158753.5"
"ENSG00000008988.11","HAVANA","gene",NA,NA,"ENSG00000008988.11","protein_coding","RPS20","1","HGNC:10405","OTTHUMG00000164297.1"
"ENSG00000009307.16","HAVANA","gene",NA,NA,"ENSG00000009307.16","protein_coding","CSDE1","1","HGNC:29905","OTTHUMG00000012060.6"
"ENSG00000009335.18","HAVANA","gene",NA,NA,"ENSG00000009335.18","protein_coding","UBE3C","2","HGNC:16803","OTTHUMG00000157239.2"
"ENSG00000009413.16","HAVANA","gene",NA,NA,"ENSG00000009413.16","protein_coding","REV3L","2","HGNC:9968","OTTHUMG00000016318.5"
"ENSG00000009694.13","HAVANA","gene",NA,NA,"ENSG00000009694.13","protein_coding","TENM1","2","HGNC:8117","OTTHUMG00000022721.1"
"ENSG00000009724.17","HAVANA","gene",NA,NA,"ENSG00000009724.17","protein_coding","MASP2","2","HGNC:6902","OTTHUMG00000002121.2"
"ENSG00000009765.15","HAVANA","gene",NA,NA,"ENSG00000009765.15","protein_coding","IYD","2","HGNC:21071","OTTHUMG00000016347.4"
"ENSG00000009780.16","HAVANA","gene",NA,NA,"ENSG00000009780.16","protein_coding","FAM76A","1","HGNC:28530","OTTHUMG00000003729.4"
"ENSG00000009790.15","HAVANA","gene",NA,NA,"ENSG00000009790.15","protein_coding","TRAF3IP3","1","HGNC:30766","OTTHUMG00000036480.8"
"ENSG00000009830.12","HAVANA","gene",NA,NA,"ENSG00000009830.12","protein_coding","POMT2","1","HGNC:19743","OTTHUMG00000171556.4"
"ENSG00000009844.16","HAVANA","gene",NA,NA,"ENSG00000009844.16","protein_coding","VTA1","2","HGNC:20954","OTTHUMG00000015707.4"
"ENSG00000009950.16","HAVANA","gene",NA,NA,"ENSG00000009950.16","protein_coding","MLXIPL","1","HGNC:12744","OTTHUMG00000129995.8"
"ENSG00000009954.11","HAVANA","gene",NA,NA,"ENSG00000009954.11","protein_coding","BAZ1B","2","HGNC:961","OTTHUMG00000023847.6"
"ENSG00000010017.13","HAVANA","gene",NA,NA,"ENSG00000010017.13","protein_coding","RANBP9","2","HGNC:13727","OTTHUMG00000015642.2"
"ENSG00000010030.14","HAVANA","gene",NA,NA,"ENSG00000010030.14","protein_coding","ETV7","2","HGNC:18160","OTTHUMG00000014594.3"
"ENSG00000010072.16","HAVANA","gene",NA,NA,"ENSG00000010072.16","protein_coding","SPRTN","2","HGNC:25356","OTTHUMG00000038022.3"
"ENSG00000010165.20","HAVANA","gene",NA,NA,"ENSG00000010165.20","protein_coding","EEF1AKNMT","2","HGNC:24248","OTTHUMG00000034912.7"
"ENSG00000010219.13","HAVANA","gene",NA,NA,"ENSG00000010219.13","protein_coding","DYRK4","2","HGNC:3095","OTTHUMG00000168204.5"
"ENSG00000010244.19","HAVANA","gene",NA,NA,"ENSG00000010244.19","protein_coding","ZNF207","1","HGNC:12998","OTTHUMG00000132810.4"
"ENSG00000010256.11","HAVANA","gene",NA,NA,"ENSG00000010256.11","protein_coding","UQCRC1","2","HGNC:12585","OTTHUMG00000133539.4"
"ENSG00000010270.14","HAVANA","gene",NA,NA,"ENSG00000010270.14","protein_coding","STARD3NL","2","HGNC:19169","OTTHUMG00000023659.11"
"ENSG00000010278.15","HAVANA","gene",NA,NA,"ENSG00000010278.15","protein_coding","CD9","1","HGNC:1709","OTTHUMG00000044400.14"
"ENSG00000010282.15","HAVANA","gene",NA,NA,"ENSG00000010282.15","protein_coding","HHATL","1","HGNC:13242","OTTHUMG00000133043.5"
"ENSG00000010292.13","HAVANA","gene",NA,NA,"ENSG00000010292.13","protein_coding","NCAPD2","1","HGNC:24305","OTTHUMG00000168513.3"
"ENSG00000010295.20","HAVANA","gene",NA,NA,"ENSG00000010295.20","protein_coding","IFFO1","2","HGNC:24970","OTTHUMG00000141264.3"
"ENSG00000010310.9","HAVANA","gene",NA,NA,"ENSG00000010310.9","protein_coding","GIPR","1","HGNC:4271","OTTHUMG00000182129.6"
"ENSG00000010318.21","HAVANA","gene",NA,NA,"ENSG00000010318.21","protein_coding","PHF7","1","HGNC:18458","OTTHUMG00000158495.3"
"ENSG00000010319.7","HAVANA","gene",NA,NA,"ENSG00000010319.7","protein_coding","SEMA3G","2","HGNC:30400","OTTHUMG00000158570.3"
"ENSG00000010322.16","HAVANA","gene",NA,NA,"ENSG00000010322.16","protein_coding","NISCH","2","HGNC:18006","OTTHUMG00000158571.3"
"ENSG00000010327.10","HAVANA","gene",NA,NA,"ENSG00000010327.10","protein_coding","STAB1","2","HGNC:18628","OTTHUMG00000158574.3"
"ENSG00000010361.14","HAVANA","gene",NA,NA,"ENSG00000010361.14","protein_coding","FUZ","1","HGNC:26219","OTTHUMG00000167281.4"
"ENSG00000010379.16","HAVANA","gene",NA,NA,"ENSG00000010379.16","protein_coding","SLC6A13","2","HGNC:11046","OTTHUMG00000168053.4"
"ENSG00000010404.18","HAVANA","gene",NA,NA,"ENSG00000010404.18","protein_coding","IDS","2","HGNC:5389","OTTHUMG00000022615.9"
"ENSG00000010438.17","HAVANA","gene",NA,NA,"ENSG00000010438.17","protein_coding","PRSS3","2","HGNC:9486","OTTHUMG00000019798.5"
"ENSG00000010539.12","HAVANA","gene",NA,NA,"ENSG00000010539.12","protein_coding","ZNF200","2","HGNC:12993","OTTHUMG00000129317.5"
"ENSG00000010610.10","HAVANA","gene",NA,NA,"ENSG00000010610.10","protein_coding","CD4","1","HGNC:1678","OTTHUMG00000168514.3"
"ENSG00000010626.15","HAVANA","gene",NA,NA,"ENSG00000010626.15","protein_coding","LRRC23","1","HGNC:19138","OTTHUMG00000156668.5"
"ENSG00000010671.16","HAVANA","gene",NA,NA,"ENSG00000010671.16","protein_coding","BTK","2","HGNC:1133","OTTHUMG00000022022.2"
"ENSG00000010704.18","HAVANA","gene",NA,NA,"ENSG00000010704.18","protein_coding","HFE","1","HGNC:4886","OTTHUMG00000016348.3"
"ENSG00000010803.16","HAVANA","gene",NA,NA,"ENSG00000010803.16","protein_coding","SCMH1","2","HGNC:19003","OTTHUMG00000005720.3"
"ENSG00000010810.17","HAVANA","gene",NA,NA,"ENSG00000010810.17","protein_coding","FYN","2","HGNC:4037","OTTHUMG00000016305.10"
"ENSG00000010818.10","HAVANA","gene",NA,NA,"ENSG00000010818.10","protein_coding","HIVEP2","2","HGNC:4921","OTTHUMG00000015713.3"
"ENSG00000010932.17","HAVANA","gene",NA,NA,"ENSG00000010932.17","protein_coding","FMO1","2","HGNC:3769","OTTHUMG00000035502.5"
"ENSG00000011007.12","HAVANA","gene",NA,NA,"ENSG00000011007.12","protein_coding","ELOA","2","HGNC:11620","OTTHUMG00000002957.3"
"ENSG00000011009.11","HAVANA","gene",NA,NA,"ENSG00000011009.11","protein_coding","LYPLA2","2","HGNC:6738","OTTHUMG00000002961.5"
"ENSG00000011021.23","HAVANA","gene",NA,NA,"ENSG00000011021.23","protein_coding","CLCN6","2","HGNC:2024","OTTHUMG00000002299.8"
"ENSG00000011028.14","HAVANA","gene",NA,NA,"ENSG00000011028.14","protein_coding","MRC2","2","HGNC:16875","OTTHUMG00000179178.3"
"ENSG00000011105.14","HAVANA","gene",NA,NA,"ENSG00000011105.14","protein_coding","TSPAN9","2","HGNC:21640","OTTHUMG00000150333.7"
"ENSG00000011114.15","HAVANA","gene",NA,NA,"ENSG00000011114.15","protein_coding","BTBD7","2","HGNC:18269","OTTHUMG00000171269.3"
"ENSG00000011132.12","HAVANA","gene",NA,NA,"ENSG00000011132.12","protein_coding","APBA3","2","HGNC:580","OTTHUMG00000180915.3"
"ENSG00000011143.19","HAVANA","gene",NA,NA,"ENSG00000011143.19","protein_coding","MKS1","1","HGNC:7121","OTTHUMG00000133714.8"
"ENSG00000011198.10","HAVANA","gene",NA,NA,"ENSG00000011198.10","protein_coding","ABHD5","1","HGNC:21396","OTTHUMG00000133039.10"
"ENSG00000011201.12","HAVANA","gene",NA,NA,"ENSG00000011201.12","protein_coding","ANOS1","2","HGNC:6211","OTTHUMG00000021107.2"
"ENSG00000011243.18","HAVANA","gene",NA,NA,"ENSG00000011243.18","protein_coding","AKAP8L","1","HGNC:29857","OTTHUMG00000182446.9"
"ENSG00000011258.16","HAVANA","gene",NA,NA,"ENSG00000011258.16","protein_coding","MBTD1","1","HGNC:19866","OTTHUMG00000150442.4"
"ENSG00000011260.14","HAVANA","gene",NA,NA,"ENSG00000011260.14","protein_coding","UTP18","2","HGNC:24274","OTTHUMG00000162370.5"
"ENSG00000011275.19","HAVANA","gene",NA,NA,"ENSG00000011275.19","protein_coding","RNF216","2","HGNC:21698","OTTHUMG00000155500.4"
"ENSG00000011295.16","HAVANA","gene",NA,NA,"ENSG00000011295.16","protein_coding","TTC19","1","HGNC:26006","OTTHUMG00000059306.11"
"ENSG00000011304.22","HAVANA","gene",NA,NA,"ENSG00000011304.22","protein_coding","PTBP1","2","HGNC:9583","OTTHUMG00000181789.13"
"ENSG00000011332.19","HAVANA","gene",NA,NA,"ENSG00000011332.19","protein_coding","DPF1","1","HGNC:20225","OTTHUMG00000157164.4"
"ENSG00000011347.10","HAVANA","gene",NA,NA,"ENSG00000011347.10","protein_coding","SYT7","1","HGNC:11514","OTTHUMG00000168199.3"
"ENSG00000011376.12","HAVANA","gene",NA,NA,"ENSG00000011376.12","protein_coding","LARS2","2","HGNC:17095","OTTHUMG00000133177.13"
"ENSG00000011405.13","HAVANA","gene",NA,NA,"ENSG00000011405.13","protein_coding","PIK3C2A","2","HGNC:8971","OTTHUMG00000166036.3"
"ENSG00000011422.12","HAVANA","gene",NA,NA,"ENSG00000011422.12","protein_coding","PLAUR","1","HGNC:9053","OTTHUMG00000182778.3"
"ENSG00000011426.11","HAVANA","gene",NA,NA,"ENSG00000011426.11","protein_coding","ANLN","1","HGNC:14082","OTTHUMG00000023143.8"
"ENSG00000011451.21","HAVANA","gene",NA,NA,"ENSG00000011451.21","protein_coding","WIZ","1","HGNC:30917","OTTHUMG00000182448.13"
"ENSG00000011454.18","HAVANA","gene",NA,NA,"ENSG00000011454.18","protein_coding","RABGAP1","1","HGNC:17155","OTTHUMG00000020633.6"
"ENSG00000011465.18","HAVANA","gene",NA,NA,"ENSG00000011465.18","protein_coding","DCN","1","HGNC:2705","OTTHUMG00000169998.7"
"ENSG00000011478.13","HAVANA","gene",NA,NA,"ENSG00000011478.13","protein_coding","QPCTL","2","HGNC:25952","OTTHUMG00000182131.2"
"ENSG00000011485.15","HAVANA","gene",NA,NA,"ENSG00000011485.15","protein_coding","PPP5C","1","HGNC:9322","OTTHUMG00000134287.6"
"ENSG00000011523.14","HAVANA","gene",NA,NA,"ENSG00000011523.14","protein_coding","CEP68","1","HGNC:29076","OTTHUMG00000129538.4"
"ENSG00000011566.15","HAVANA","gene",NA,NA,"ENSG00000011566.15","protein_coding","MAP4K3","2","HGNC:6865","OTTHUMG00000102127.5"
"ENSG00000011590.14","HAVANA","gene",NA,NA,"ENSG00000011590.14","protein_coding","ZBTB32","1","HGNC:16763","OTTHUMG00000048118.7"
"ENSG00000011600.12","HAVANA","gene",NA,NA,"ENSG00000011600.12","protein_coding","TYROBP","2","HGNC:12449","OTTHUMG00000181739.4"
"ENSG00000011638.11","HAVANA","gene",NA,NA,"ENSG00000011638.11","protein_coding","TMEM159","1","HGNC:30136","OTTHUMG00000131559.3"
"ENSG00000012048.23","HAVANA","gene",NA,NA,"ENSG00000012048.23","protein_coding","BRCA1","2","HGNC:1100","OTTHUMG00000157426.16"
"ENSG00000012061.16","HAVANA","gene",NA,NA,"ENSG00000012061.16","protein_coding","ERCC1","1","HGNC:3433","OTTHUMG00000182121.2"
"ENSG00000012124.17","HAVANA","gene",NA,NA,"ENSG00000012124.17","protein_coding","CD22","1","HGNC:1643","OTTHUMG00000183298.5"
"ENSG00000012171.20","HAVANA","gene",NA,NA,"ENSG00000012171.20","protein_coding","SEMA3B","2","HGNC:10724","OTTHUMG00000156970.6"
"ENSG00000012174.12","HAVANA","gene",NA,NA,"ENSG00000012174.12","protein_coding","MBTPS2","2","HGNC:15455","OTTHUMG00000021237.2"
"ENSG00000012211.13","HAVANA","gene",NA,NA,"ENSG00000012211.13","protein_coding","PRICKLE3","2","HGNC:6645","OTTHUMG00000024134.11"
"ENSG00000012223.13","HAVANA","gene",NA,NA,"ENSG00000012223.13","protein_coding","LTF","1","HGNC:6720","OTTHUMG00000156325.18"
"ENSG00000012232.9","HAVANA","gene",NA,NA,"ENSG00000012232.9","protein_coding","EXTL3","1","HGNC:3518","OTTHUMG00000102146.5"
"ENSG00000012504.15","HAVANA","gene",NA,NA,"ENSG00000012504.15","protein_coding","NR1H4","1","HGNC:7967","OTTHUMG00000170359.9"
"ENSG00000012660.14","HAVANA","gene",NA,NA,"ENSG00000012660.14","protein_coding","ELOVL5","2","HGNC:21308","OTTHUMG00000016249.2"
"ENSG00000012779.11","HAVANA","gene",NA,NA,"ENSG00000012779.11","protein_coding","ALOX5","2","HGNC:435","OTTHUMG00000018081.4"
"ENSG00000012817.16","HAVANA","gene",NA,NA,"ENSG00000012817.16","protein_coding","KDM5D","2","HGNC:11115","OTTHUMG00000036508.3"
"ENSG00000012822.16","HAVANA","gene",NA,NA,"ENSG00000012822.16","protein_coding","CALCOCO1","1","HGNC:29306","OTTHUMG00000170095.5"
"ENSG00000012963.15","HAVANA","gene",NA,NA,"ENSG00000012963.15","protein_coding","UBR7","2","HGNC:20344","OTTHUMG00000171268.3"
"ENSG00000012983.11","HAVANA","gene",NA,NA,"ENSG00000012983.11","protein_coding","MAP4K5","2","HGNC:6867","OTTHUMG00000170888.3"
"ENSG00000013016.16","HAVANA","gene",NA,NA,"ENSG00000013016.16","protein_coding","EHD3","2","HGNC:3244","OTTHUMG00000099365.2"
"ENSG00000013275.8","HAVANA","gene",NA,NA,"ENSG00000013275.8","protein_coding","PSMC4","2","HGNC:9551","OTTHUMG00000182577.3"
"ENSG00000013288.9","HAVANA","gene",NA,NA,"ENSG00000013288.9","protein_coding","MAN2B2","2","HGNC:29623","OTTHUMG00000160073.4"
"ENSG00000013293.6","HAVANA","gene",NA,NA,"ENSG00000013293.6","protein_coding","SLC7A14","1","HGNC:29326","OTTHUMG00000158941.3"
"ENSG00000013297.12","HAVANA","gene",NA,NA,"ENSG00000013297.12","protein_coding","CLDN11","1","HGNC:8514","OTTHUMG00000158940.4"
"ENSG00000013306.16","HAVANA","gene",NA,NA,"ENSG00000013306.16","protein_coding","SLC25A39","1","HGNC:24279","OTTHUMG00000132628.4"
"ENSG00000013364.19","HAVANA","gene",NA,NA,"ENSG00000013364.19","protein_coding","MVP","2","HGNC:7531","OTTHUMG00000048227.11"
"ENSG00000013374.16","HAVANA","gene",NA,NA,"ENSG00000013374.16","protein_coding","NUB1","2","HGNC:17623","OTTHUMG00000157365.5"
"ENSG00000013375.16","HAVANA","gene",NA,NA,"ENSG00000013375.16","protein_coding","PGM3","1","HGNC:8907","OTTHUMG00000015110.8"
"ENSG00000013392.8","HAVANA","gene",NA,NA,"ENSG00000013392.8","protein_coding","RWDD2A","2","HGNC:21385","OTTHUMG00000015109.3"
"ENSG00000013441.16","HAVANA","gene",NA,NA,"ENSG00000013441.16","protein_coding","CLK1","2","HGNC:2068","OTTHUMG00000132784.4"
"ENSG00000013503.10","HAVANA","gene",NA,NA,"ENSG00000013503.10","protein_coding","POLR3B","2","HGNC:30348","OTTHUMG00000170077.3"
"ENSG00000013523.11","HAVANA","gene",NA,NA,"ENSG00000013523.11","protein_coding","ANGEL1","1","HGNC:19961","OTTHUMG00000171494.9"
"ENSG00000013561.18","HAVANA","gene",NA,NA,"ENSG00000013561.18","protein_coding","RNF14","1","HGNC:10058","OTTHUMG00000129660.8"
"ENSG00000013563.14","HAVANA","gene",NA,NA,"ENSG00000013563.14","protein_coding","DNASE1L1","1","HGNC:2957","OTTHUMG00000033188.30"
"ENSG00000013573.17","HAVANA","gene",NA,NA,"ENSG00000013573.17","protein_coding","DDX11","2","HGNC:2736","OTTHUMG00000168435.7"
"ENSG00000013583.10","HAVANA","gene",NA,NA,"ENSG00000013583.10","protein_coding","HEBP1","1","HGNC:17176","OTTHUMG00000168771.4"
"ENSG00000013588.9","HAVANA","gene",NA,NA,"ENSG00000013588.9","protein_coding","GPRC5A","2","HGNC:9836","OTTHUMG00000168710.4"
"ENSG00000013619.14","HAVANA","gene",NA,NA,"ENSG00000013619.14","protein_coding","MAMLD1","2","HGNC:2568","OTTHUMG00000024157.6"
"ENSG00000013725.14","HAVANA","gene",NA,NA,"ENSG00000013725.14","protein_coding","CD6","2","HGNC:1691","OTTHUMG00000167823.2"
"ENSG00000013810.20","HAVANA","gene",NA,NA,"ENSG00000013810.20","protein_coding","TACC3","1","HGNC:11524","OTTHUMG00000089535.25"
"ENSG00000014123.10","HAVANA","gene",NA,NA,"ENSG00000014123.10","protein_coding","UFL1","2","HGNC:23039","OTTHUMG00000015238.2"
"ENSG00000014138.9","HAVANA","gene",NA,NA,"ENSG00000014138.9","protein_coding","POLA2","1","HGNC:30073","OTTHUMG00000193339.2"
"ENSG00000014164.7","HAVANA","gene",NA,NA,"ENSG00000014164.7","protein_coding","ZC3H3","1","HGNC:28972","OTTHUMG00000165127.3"
"ENSG00000014216.16","HAVANA","gene",NA,NA,"ENSG00000014216.16","protein_coding","CAPN1","2","HGNC:1476","OTTHUMG00000165614.2"
"ENSG00000014257.16","HAVANA","gene",NA,NA,"ENSG00000014257.16","protein_coding","ACP3","1","HGNC:125","OTTHUMG00000159650.6"
"ENSG00000014641.21","HAVANA","gene",NA,NA,"ENSG00000014641.21","protein_coding","MDH1","1","HGNC:6970","OTTHUMG00000129512.14"
"ENSG00000014824.14","HAVANA","gene",NA,NA,"ENSG00000014824.14","protein_coding","SLC30A9","2","HGNC:1329","OTTHUMG00000099387.5"
"ENSG00000014914.21","HAVANA","gene",NA,NA,"ENSG00000014914.21","protein_coding","MTMR11","2","HGNC:24307","OTTHUMG00000012207.8"
"ENSG00000014919.13","HAVANA","gene",NA,NA,"ENSG00000014919.13","protein_coding","COX15","2","HGNC:2263","OTTHUMG00000018893.3"
"ENSG00000015133.19","HAVANA","gene",NA,NA,"ENSG00000015133.19","protein_coding","CCDC88C","1","HGNC:19967","OTTHUMG00000171099.2"
"ENSG00000015153.15","HAVANA","gene",NA,NA,"ENSG00000015153.15","protein_coding","YAF2","2","HGNC:17363","OTTHUMG00000169380.4"
"ENSG00000015171.20","HAVANA","gene",NA,NA,"ENSG00000015171.20","protein_coding","ZMYND11","2","HGNC:16966","OTTHUMG00000017526.8"
"ENSG00000015285.11","HAVANA","gene",NA,NA,"ENSG00000015285.11","protein_coding","WAS","2","HGNC:12731","OTTHUMG00000034483.3"
"ENSG00000015413.9","HAVANA","gene",NA,NA,"ENSG00000015413.9","protein_coding","DPEP1","2","HGNC:3002","OTTHUMG00000138052.4"
"ENSG00000015475.19","HAVANA","gene",NA,NA,"ENSG00000015475.19","protein_coding","BID","2","HGNC:1050","OTTHUMG00000150087.5"
"ENSG00000015479.20","HAVANA","gene",NA,NA,"ENSG00000015479.20","protein_coding","MATR3","1","HGNC:6912","OTTHUMG00000129229.7"
"ENSG00000015520.15","HAVANA","gene",NA,NA,"ENSG00000015520.15","protein_coding","NPC1L1","1","HGNC:7898","OTTHUMG00000023691.3"
"ENSG00000015532.10","HAVANA","gene",NA,NA,"ENSG00000015532.10","protein_coding","XYLT2","2","HGNC:15517","OTTHUMG00000162057.5"
